;REFERENCIA_ORIGEN;REFERENCIA_1;IMPORTE
998;A08616468;B65674780;8
999;A08616468;B65691800;6
1000;A08616468;B65786436;11
1001;A08616468;B78343399;1
1002;A08616468;B79124095;11
1003;A08616468;B81611931;5
1004;A08616468;B81691313;2
1005;A08616468;B82050139;10
1006;A08616468;B82220138;2
1007;A08616468;B83345223;12
1008;A08616468;B83720201;6
1009;A08616468;B85116671;12
1010;A08616468;B85208627;3
1011;A08616468;B91404343;10
1012;A08616468;B91458943;8
1013;A08616468;B92362953;1
1014;A08616468;B95067260;1
1015;A08616468;B95425153;8
1016;A08616468;B96144621;3
1017;A08616468;B96771753;12
1018;A08616468;B97011829;4
1019;A08616468;E43902832;11
1020;A08616468;E60153947;6
1021;A08616468;E63067888;10
1022;A08616468;E64211766;8
1023;A08616468;E83807784;8
1024;A08616468;J61518874;2
1025;A08616468;N41064814;2
1026;A08629651;B08667040;9
1027;A08629651;B35669605;7
1028;A08629651;B59347146;3
1029;A08629651;B91603688;9
1030;A08646226;A43008424;5
1031;A08646226;B58876210;5
1032;A08646226;B60384047;11
1033;A08656621;A08709065;11
1034;A08656621;B17005703;12
1035;A08656621;B28231249;4
1036;A08656621;B33565987;12
1037;A08656621;B36537124;3
1038;A08656621;B43599356;3
1039;A08656621;B65173692;12
1040;A08663403;A08861700;4
1041;A08663403;A08935108;12
1042;A08663403;A33021924;3
1043;A08663403;A58690470;2
1044;A08663403;A74097072;1
1045;A08663403;B33561929;7
1046;A08663403;B36315760;10
1047;A08663403;B60034907;11
1048;A08663403;B60529831;6
1049;A08663403;B60877503;5
1050;A08663403;B61229183;8
1051;A08663403;B63180236;11
1052;A08663403;B64447600;1
1053;A08665457;A58043795;12
1054;A08665457;B58502451;2
1055;A08698995;B59076703;8
1056;A08698995;B59111179;8
1057;A08698995;B59951186;10
1058;A08698995;B62358205;12
1059;A08698995;B62745930;7
1060;A08702094;A08541005;3
1061;A08702094;A08663403;10
1062;A08702094;A33021924;10
1063;A08702094;A47008602;11
1064;A08702094;A74097072;2
1065;A08702094;B36315760;3
1066;A08702094;B60034907;3
1067;A08702094;B60877503;7
1068;A08702094;B61229183;12
1069;A08702094;B63180236;4
1070;A08702094;B64447600;4
1071;A08702094;B94010568;1
1072;A08709065;B03867363;10
1073;A08709065;B08540247;12
1074;A08709065;B17005703;3
1075;A08709065;B17464397;3
1076;A08709065;B28231249;5
1077;A08709065;B33782657;3
1078;A08709065;B55567580;12
1079;A08709065;B62476650;10
1080;A08709065;B81788424;7
1081;A08709065;B86523826;12
1082;A08713927;A08258675;10
1083;A08713927;A08303869;1
1084;A08713927;A08867210;10
1085;A08713927;A26472183;11
1086;A08713927;A58288689;6
1087;A08713927;B62087192;6
1088;A08714693;A28949386;3
1089;A08714693;A31178247;2
1090;A08714693;A37034428;4
1091;A08714693;B08142655;7
1092;A08714693;B12514733;9
1093;A08714693;B54348743;5
1094;A08714693;B58434903;5
1095;A08714693;B61275624;11
1096;A08714693;B96679071;6
1097;A08720492;A08474363;4
1098;A08720492;A08616468;1
1099;A08720492;A35069764;5
1100;A08720492;A46076485;6
1101;A08720492;A58041237;3
1102;A08720492;A58077611;3
1103;A08720492;A58484932;4
1104;A08720492;A58496399;10
1105;A08720492;A58696311;1
1106;A08720492;A58798448;8
1107;A08720492;A58958091;9
1108;A08720492;A59114389;1
1109;A08720492;A78967510;1
1110;A08720492;B03956364;3
1111;A08720492;B04271839;11
1112;A08720492;B07971666;6
1113;A08720492;B08083602;7
1114;A08720492;B08298093;2
1115;A08720492;B08925612;8
1116;A08720492;B11474327;1
1117;A08720492;B17362856;1
1118;A08720492;B17638453;4
1119;A08720492;B24355281;4
1120;A08720492;B25009069;10
1121;A08720492;B25207663;5
1122;A08720492;B25487547;1
1123;A08720492;B25516253;10
1124;A08720492;B27248947;12
1125;A08720492;B30758759;10
1126;A08720492;B31455033;12
1127;A08720492;B33454976;3
1128;A08720492;B35470400;11
1129;A08720492;B36833861;3
1130;A08720492;B41197781;4
1131;A08720492;B43245174;9
1132;A08720492;B43376094;4
1133;A08720492;B43646835;5
1134;A08720492;B43804129;11
1135;A08720492;B46104634;6
1136;A08720492;B47612072;5
1137;A08720492;B53739447;8
1138;A08720492;B53761177;11
1139;A08720492;B53800538;12
1140;A08720492;B54192075;5
1141;A08720492;B55097679;12
1142;A08720492;B55542575;7
1143;A08720492;B55560080;1
1144;A08720492;B57395394;6
1145;A08720492;B58193285;4
1146;A08720492;B58559311;11
1147;A08720492;B58761370;9
1148;A08720492;B58831348;9
1149;A08720492;B58931551;11
1150;A08720492;B58982281;2
1151;A08720492;B59505693;2
1152;A08720492;B59724195;7
1153;A08720492;B59816140;11
1154;A08720492;B59827832;1
1155;A08720492;B60104593;2
1156;A08720492;B60371341;1
1157;A08720492;B60465424;8
1158;A08720492;B60576154;10
1159;A08720492;B60699220;11
1160;A08720492;B60778651;11
1161;A08720492;B61068763;6
1162;A08720492;B61182002;5
1163;A08720492;B61303749;10
1164;A08720492;B61346896;1
1165;A08720492;B61351730;5
1166;A08720492;B61369120;2
1167;A08720492;B61609277;2
1168;A08720492;B61685103;3
1169;A08720492;B61724860;10
1170;A08720492;B61775029;9
1171;A08720492;B61810123;3
1172;A08720492;B61894002;5
1173;A08720492;B61926523;4
1174;A08720492;B62027669;3
1175;A08720492;B62101423;9
1176;A08720492;B62241963;3
1177;A08720492;B62571443;3
1178;A08720492;B62877659;7
1179;A08720492;B62938238;4
1180;A08720492;B62941448;9
1181;A08720492;B62966320;2
1182;A08720492;B62967542;9
1183;A08720492;B62992052;1
1184;A08720492;B63016596;3
1185;A08720492;B63016604;11
1186;A08720492;B63016620;12
1187;A08720492;B63048714;12
1188;A08720492;B63190433;5
1189;A08720492;B63349708;2
1190;A08720492;B63359491;4
1191;A08720492;B63361331;12
1192;A08720492;B63364293;12
1193;A08720492;B63440606;4
1194;A08720492;B63478606;8
1195;A08720492;B63651244;11
1196;A08720492;B63720874;11
1197;A08720492;B63820062;4
1198;A08720492;B63894810;7
1199;A08720492;B64027857;4
1200;A08720492;B64048515;1
1201;A08720492;B64090194;9
1202;A08720492;B64127525;2
1203;A08720492;B64257181;6
1204;A08720492;B64343338;5
1205;A08720492;B64371693;2
1206;A08720492;B64400583;7
1207;A08720492;B64403942;10
1208;A08720492;B64645690;8
1209;A08720492;B64872229;12
1210;A08720492;B65361206;5
1211;A08720492;B65674780;6
1212;A08720492;B65786436;11
1213;A08720492;B65958944;1
1214;A08720492;B73024929;11
1215;A08720492;B79124095;5
1216;A08720492;B81611931;5
1217;A08720492;B81691313;1
1218;A08720492;B82026659;7
1219;A08720492;B82224577;1
1220;A08720492;B83345223;5
1221;A08720492;B84152065;11
1222;A08720492;B84561166;10
1223;A08720492;B91458943;5
1224;A08720492;B92362953;1
1225;A08720492;B92380815;12
1226;A08720492;B92705649;1
1227;A08720492;B96060777;6
1228;A08720492;B96637061;2
1229;A08720492;B96771753;10
1230;A08720492;E31766181;11
1231;A08720492;E43902832;1
1232;A08720492;E60153947;4
1233;A08720492;E64192347;9
1234;A08720492;E83807784;9
1235;A08725947;A08227241;12
1236;A08725947;A30161210;5
1237;A08725947;B58471426;12
1238;A08725947;B60095791;7
1239;A08725947;B64124829;6
1240;A08725947;B65741829;4
1241;A08725947;J59575050;8
1242;A08725947;J62214010;6
1243;A08731671;A08542698;7
1244;A08743932;A60665379;3
1245;A08743932;B43710540;10
1246;A08743932;B81372542;9
1247;A08762981;A43473925;6
1248;A08762981;A58120056;2
1249;A08762981;A58277203;6
1250;A08762981;A58385535;3
1251;A08762981;B03186319;8
1252;A08762981;B04767679;10
1253;A08762981;B08809956;11
1254;A08762981;B60354586;1
1255;A08762981;B63464754;6
1256;A08762981;B64929219;3
1257;A08768236;B53842514;3
1258;A08768236;B59824839;3
1259;A08768236;B59977900;7
1260;A08768236;B64867534;8
1261;A08768236;B70212048;5
1262;A08768236;B98194517;11
1263;A08793507;A02062602;11
1264;A08793507;A08474363;6
1265;A08793507;A08720492;8
1266;A08793507;A58009549;5
1267;A08793507;A58344219;12
1268;A08793507;A58453739;1
1269;A08793507;A58484932;10
1270;A08793507;A58496399;9
1271;A08793507;A58628017;12
1272;A08793507;A58961459;1
1273;A08793507;A59114389;1
1274;A08793507;A64275290;4
1275;A08793507;A78967510;8
1276;A08793507;A79211710;7
1277;A08793507;A79222246;10
1278;A08793507;B01139096;4
1279;A08793507;B03702495;5
1280;A08793507;B04271839;8
1281;A08793507;B07481740;7
1282;A08793507;B07971666;4
1283;A08793507;B08298093;4
1284;A08793507;B11474327;4
1285;A08793507;B17348814;7
1286;A08793507;B17362856;12
1287;A08793507;B17411471;8
1288;A08793507;B17638453;3
1289;A08793507;B17687021;9
1290;A08793507;B17743428;8
1291;A08793507;B17857889;5
1292;A08793507;B25207663;4
1293;A08793507;B25487547;8
1294;A08793507;B25516253;1
1295;A08793507;B25621574;6
1296;A08793507;B27248947;9
1297;A08793507;B30758759;5
1298;A08793507;B31062565;9
1299;A08793507;B31230865;2
1300;A08793507;B33967209;10
1301;A08793507;B35470400;2
1302;A08793507;B43245174;5
1303;A08793507;B43527480;4
1304;A08793507;B46585683;5
1305;A08793507;B53253456;5
1306;A08793507;B53739447;5
1307;A08793507;B53761177;12
1308;A08793507;B53800538;12
1309;A08793507;B54140884;2
1310;A08793507;B54192075;12
1311;A08793507;B57395394;2
1312;A08793507;B57768459;12
1313;A08793507;B58245705;6
1314;A08793507;B58559311;5
1315;A08793507;B58831348;1
1316;A08793507;B58895434;11
1317;A08793507;B58982281;12
1318;A08793507;B59146449;3
1319;A08793507;B59724195;10
1320;A08793507;B59974980;4
1321;A08793507;B60222239;4
1322;A08793507;B60389327;4
1323;A08793507;B60465424;8
1324;A08793507;B60576154;2
1325;A08793507;B60745767;4
1326;A08793507;B61182002;7
1327;A08793507;B61303749;2
1328;A08793507;B61339396;4
1329;A08793507;B61346896;10
1330;A08793507;B61347910;4
1331;A08793507;B61351730;4
1332;A08793507;B61369120;3
1333;A08793507;B61532735;7
1334;A08793507;B61724860;7
1335;A08793507;B61884292;4
1336;A08793507;B61894002;10
1337;A08793507;B61926523;5
1338;A08793507;B61958765;5
1339;A08793507;B61964730;6
1340;A08793507;B61975884;3
1341;A08793507;B62024682;6
1342;A08793507;B62068556;12
1343;A08793507;B62123294;4
1344;A08793507;B62216262;4
1345;A08793507;B62227020;1
1346;A08793507;B62241963;1
1347;A08793507;B62297346;4
1348;A08793507;B62300702;9
1349;A08793507;B62344668;1
1350;A08793507;B62703228;11
1351;A08793507;B62783964;4
1352;A08793507;B62812433;1
1353;A08793507;B62896782;7
1354;A08793507;B62933643;6
1355;A08793507;B62960091;10
1356;A08793507;B63016323;1
1357;A08793507;B63016372;3
1358;A08793507;B63016620;6
1359;A08793507;B63110787;11
1360;A08793507;B63190433;1
1361;A08793507;B63322903;10
1362;A08793507;B63359491;6
1363;A08793507;B63360879;12
1364;A08793507;B63364293;7
1365;A08793507;B63651244;7
1366;A08793507;B63891956;6
1367;A08793507;B63894810;5
1368;A08793507;B63935548;7
1369;A08793507;B64027857;5
1370;A08793507;B64048515;8
1371;A08793507;B64090194;5
1372;A08793507;B64127525;11
1373;A08793507;B64198989;2
1374;A08793507;B64272057;1
1375;A08793507;B64343338;6
1376;A08793507;B64343841;1
1377;A08793507;B64872229;12
1378;A08793507;B65361206;2
1379;A08793507;B65786436;12
1380;A08793507;B73024929;1
1381;A08793507;B74027863;10
1382;A08793507;B76520931;1
1383;A08793507;B79056099;1
1384;A08793507;B82224577;10
1385;A08793507;B82337072;1
1386;A08793507;B83720201;7
1387;A08793507;B84152065;10
1388;A08793507;B84561166;10
1389;A08793507;B85208627;10
1390;A08793507;B92362953;7
1391;A08793507;B92380815;10
1392;A08793507;B93081511;1
1393;A08793507;B95425153;2
1394;A08793507;B96060777;11
1395;A08793507;B96637061;2
1396;A08793507;B97011829;1
1397;A08793507;B99033375;6
1398;A08793507;E60153947;3
1399;A08793507;E63067888;11
1400;A08793507;E64211766;3
1401;A08796583;A58815275;3
1402;A08796583;B26353771;11
1403;A08796583;B29815768;2
1404;A08796583;B43560614;1
1405;A08796583;B43581461;7
1406;A08796583;B60011426;11
1407;A08796583;B60383213;5
1408;A08796583;B61937165;10
1409;A08796583;B62363643;5
1410;A08796583;B63260566;8
1411;A08796583;B63381313;11
1412;A08796583;B63624191;3
1413;A08796583;B63624662;8
1414;A08796583;B63652465;3
1415;A08796583;B63882955;7
1416;A08796583;B65054975;8
1417;A08796583;B65075582;10
1418;A08796583;B65717118;2
1419;A08796583;B66144528;1
1420;A08796583;B83019018;5
1421;A08796583;B97882138;4
1422;A08796583;B98001498;7
1423;A08796583;J65530875;11
1424;A08797599;A43804624;9
1425;A08797599;A58110933;2
1426;A08797599;B43097161;6
1427;A08797599;B60592755;8
1428;A08797599;B60988573;3
1429;A08797599;B61886164;2
1430;A08797599;B63278691;1
1431;A08797599;B63736185;4
1432;A08797599;B64065451;10
1433;A08797599;B78615648;3
1434;A08797870;B25351156;7
1435;A08797870;B43400738;12
1436;A08797870;B43466580;12
1437;A08797870;B58497256;7
1438;A08797870;B58935339;6
1439;A08797870;B59097352;2
1440;A08797870;B59953075;5
1441;A08797870;B60097078;8
1442;A08797870;B61852083;10
1443;A08797870;B62901657;11
1444;A08797870;B63667406;7
1445;A08797870;B63828750;6
1446;A08797870;B63845952;10
1447;A08797870;B65567596;12
1448;A08797870;B66437674;12
1449;A08797870;J60692753;9
1450;A08804379;A02062602;3
1451;A08804379;A08474363;3
1452;A08804379;A08616468;2
1453;A08804379;A08793507;12
1454;A08804379;A58041237;8
1455;A08804379;A58496399;6
1456;A08804379;A58565003;12
1457;A08804379;A58961459;11
1458;A08804379;A64275290;4
1459;A08804379;A79211710;6
1460;A08804379;A79222246;1
1461;A08804379;B01139096;1
1462;A08804379;B03702495;1
1463;A08804379;B03956364;10
1464;A08804379;B07481740;11
1465;A08804379;B07822661;3
1466;A08804379;B11474327;8
1467;A08804379;B17362856;9
1468;A08804379;B17670209;1
1469;A08804379;B17743428;12
1470;A08804379;B17857889;7
1471;A08804379;B25207663;2
1472;A08804379;B25512336;11
1473;A08804379;B30063929;10
1474;A08804379;B31062565;11
1475;A08804379;B31455033;10
1476;A08804379;B33454976;9
1477;A08804379;B33661182;9
1478;A08804379;B33967209;11
1479;A08804379;B40222176;9
1480;A08804379;B41197781;7
1481;A08804379;B43245174;10
1482;A08804379;B43527480;11
1483;A08804379;B43739804;5
1484;A08804379;B43804129;12
1485;A08804379;B46104634;7
1486;A08804379;B47612072;8
1487;A08804379;B53337804;6
1488;A08804379;B53602207;8
1489;A08804379;B53761177;10
1490;A08804379;B53800538;4
1491;A08804379;B53825543;11
1492;A08804379;B54192075;10
1493;A08804379;B55097679;5
1494;A08804379;B55560080;7
1495;A08804379;B57226029;9
1496;A08804379;B57768459;5
1497;A08804379;B58193285;2
1498;A08804379;B58559311;7
1499;A08804379;B58831348;7
1500;A08804379;B59572842;6
1501;A08804379;B59724195;2
1502;A08804379;B60104593;2
1503;A08804379;B60699220;4
1504;A08804379;B60745767;5
1505;A08804379;B60778651;9
1506;A08804379;B61068763;7
1507;A08804379;B61303749;11
1508;A08804379;B61346896;2
1509;A08804379;B61347910;6
1510;A08804379;B61351730;2
1511;A08804379;B61461364;8
1512;A08804379;B61532735;12
1513;A08804379;B61609277;4
1514;A08804379;B61724860;11
1515;A08804379;B61775029;7
1516;A08804379;B61810123;6
1517;A08804379;B61926523;7
1518;A08804379;B62027669;3
1519;A08804379;B62068556;6
1520;A08804379;B62114673;10
1521;A08804379;B62123294;8
1522;A08804379;B62203773;4
1523;A08804379;B62216262;12
1524;A08804379;B62227020;5
1525;A08804379;B62241963;9
1526;A08804379;B62344668;6
1527;A08804379;B62524798;11
1528;A08804379;B62571443;6
1529;A08804379;B62703228;6
1530;A08804379;B62783964;3
1531;A08804379;B62812433;11
1532;A08804379;B62900691;3
1533;A08804379;B62933643;4
1534;A08804379;B62938238;12
1535;A08804379;B62941448;11
1536;A08804379;B62992052;3
1537;A08804379;B63016307;12
1538;A08804379;B63016372;4
1539;A08804379;B63016596;6
1540;A08804379;B63016620;6
1541;A08804379;B63048714;11
1542;A08804379;B63190433;4
1543;A08804379;B63359491;6
1544;A08804379;B63360879;7
1545;A08804379;B63364293;6
1546;A08804379;B63515522;2
1547;A08804379;B63651244;2
1548;A08804379;B63662332;3
1549;A08804379;B63720874;10
1550;A08804379;B63799720;10
1551;A08804379;B63820062;10
1552;A08804379;B63856082;8
1553;A08804379;B63891956;10
1554;A08804379;B63935548;5
1555;A08804379;B64027857;6
1556;A08804379;B64048515;8
1557;A08804379;B64127525;10
1558;A08804379;B64257181;4
1559;A08804379;B64272057;3
1560;A08804379;B64343338;8
1561;A08804379;B64343841;8
1562;A08804379;B64371693;2
1563;A08804379;B64453103;7
1564;A08804379;B65292120;8
1565;A08804379;B65674780;11
1566;A08804379;B65786436;9
1567;A08804379;B74027863;9
1568;A08804379;B76520931;8
1569;A08804379;B78343399;9
1570;A08804379;B79124095;3
1571;A08804379;B81611931;3
1572;A08804379;B82026659;12
1573;A08804379;B82050139;11
1574;A08804379;B83345223;3
1575;A08804379;B84561166;5
1576;A08804379;B92362953;6
1577;A08804379;B92380815;4
1578;A08804379;B93081511;2
1579;A08804379;B95425153;11
1580;A08804379;B96060777;10
1581;A08804379;B96144621;10
1582;A08804379;B96637061;3
1583;A08804379;B96771753;9
1584;A08804379;B97011829;9
1585;A08804379;B97889893;7
1586;A08804379;B99033375;9
1587;A08804379;E17807405;11
1588;A08804379;E31766181;3
1589;A08804379;N41064814;6
1590;A08808354;A08134942;9
1591;A08808354;A08262990;3
1592;A08808354;B08480352;2
1593;A08808354;B60108131;4
1594;A08808354;B63137764;8
1595;A08808354;B66097213;12
1596;A08828154;A11000288;7
1597;A08828154;A58127721;4
1598;A08828154;B11833720;11
1599;A08828154;B31694482;7
1600;A08847378;B58484510;8
1601;A08847378;B59951186;10
1602;A08847378;B60206810;4
1603;A08847378;B62838883;4
1604;A08847378;B75061317;12
1605;A08856155;A03813474;10
1606;A08856155;A43095322;9
1607;A08856155;A62738513;7
1608;A08856155;B55568166;7
1609;A08856155;B59358986;2
1610;A08856155;B61740718;11
1611;A08856155;B62473947;3
1612;A08856155;B64215445;3
1613;A08856155;B96658745;8
1614;A08861700;A08663403;6
1615;A08861700;A08935108;7
1616;A08861700;A47008602;10
1617;A08861700;A74097072;5
1618;A08861700;B33561929;5
1619;A08861700;B60034907;1
1620;A08861700;B60529831;2
1621;A08861700;B61137220;6
1622;A08861700;B61559431;4
1623;A08861700;B62707641;1
1624;A08861700;B64447600;5
1625;A08861700;B64659766;7
1626;A08861700;B94010568;9
1627;A08864829;B58186537;9
1628;A08864829;B62544895;7
1629;A08864829;B63333769;8
1630;A08864829;B65775413;11
1631;A08866048;B58466673;5
1632;A08866048;B58526898;1
1633;A08866048;B62859335;2
1634;A08867210;A08303869;9
1635;A08867210;A08713927;11
1636;A08867210;A26472183;2
1637;A08867210;A58288689;6
1638;A08867210;B58653981;2
1639;A08867210;B60234432;9
1640;A08867210;B60440187;1
1641;A08867210;B60563426;4
1642;A08867210;B61398921;11
1643;A08871931;B59198820;12
1644;A08871931;B61547113;7
1645;A08874737;A17048349;12
1646;A08874737;A64679327;8
1647;A08874737;A85216877;10
1648;A08874737;B17534264;11
1649;A08874737;B43373083;2
1650;A08874737;B45485554;2
1651;A08874737;B53013082;12
1652;A08874737;B59117861;2
1653;A08874737;B60446044;8
1654;A08874737;B61411252;4
1655;A08874737;B61895132;2
1656;A08874737;B63686273;9
1657;A08874737;B65383705;12
1658;A08874737;B81028532;11
1659;A08874737;B85636280;12
1660;A08874737;B85676385;10
1661;A08874737;B86058724;8
1662;A08882789;B63512016;10
1663;A08882789;B81372542;9
1664;A08899775;A08202764;11
1665;A08899775;B08798449;5
1666;A08899775;B58090408;4
1667;A08899775;B58342684;8
1668;A08899775;B60572476;9
1669;A08899775;B60978038;7
1670;A08899775;B63801575;8
1671;A08899775;B84571942;2
1672;A08911018;A58763657;2
1673;A08911018;B22241244;7
1674;A08911018;B61240206;9
1675;A08911018;B61289807;11
1676;A08911018;B62389986;4
1677;A08911018;B63376933;4
1678;A08911018;B65893398;2
1679;A08926453;A11905833;6
1680;A08926453;B17723313;10
1681;A08926453;B33830100;1
1682;A08926453;B43413996;3
1683;A08926453;B43869494;9
1684;A08926453;B61345773;4
1685;A08926453;B61999959;2
1686;A08926453;B63410260;8
1687;A08926453;B63679013;11
1688;A08926453;B66415274;7
1689;A08926537;A08698995;7
1690;A08926537;B36019149;8
